question,document,score,reasoning
How many projects does each participant have to grade in the capstone project?,eae0fb50aa,good,The AI answer matches the ground truth: it states that each participant is assigned 3 projects to grade. This conveys the same key information without contradiction.
What happens once the submission deadline is over for project grading?,eae0fb50aa,good,"The AI answer preserves the key meaning of the ground truth: after the submission deadline, an Excel sheet is shared and each participant gets 3 projects assigned. The added phrase 'to review and grade' is consistent with project grading and does not change the core information."
"Do we get an Excel sheet with the review assignments, and what will it include?",eae0fb50aa,good,"The AI answer conveys the same key information as the ground truth: an Excel sheet is shared after the submission deadline, and it includes 3 projects assigned to each participant. This is semantically equivalent."
"I already turned in my capstone project, so why am I not seeing anything to review yet?",a8a7fef016,good,"The AI answer preserves the key information from the ground truth: reviews are only available after the submission deadline, the list must be released first, and users cannot choose which projects to evaluate. It is semantically equivalent."
When do the projects for evaluation get assigned after the submission deadline ends?,a8a7fef016,good,"The AI answer states that projects are assigned after the submission deadline has passed, which matches the core of the ground truth. It omits the extra details about not being able to choose projects or review before the list is released, but those are not required for semantic equivalence to the question asked."
"Can I pick which capstone projects I want to review, or is that decided for me?",a8a7fef016,good,"The AI answer matches the ground truth: it states that projects are assigned after the submission deadline and that you cannot choose which ones to review. It omits the detail about not being able to review before the list is released, but that does not change the core meaning asked about."
Is there any way to start reviewing submissions before the project list is released?,a8a7fef016,good,The AI answer matches the ground truth’s key point: reviewing cannot begin before the project list is released. It is concise but semantically equivalent and does not omit any essential information relevant to the question.
"I submitted my project already, but I still can't review others — is that normal?",a8a7fef016,good,"The AI answer matches the ground truth: it says that after submission, reviewing others only becomes available after the deadline passes and the peer-review list is released, and that you cannot choose which projects to evaluate. This preserves the key meaning exactly."
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3,good,"The AI answer matches the ground truth: it points the student to the same GitHub page containing project ideas, datasets, tips, and guidelines. No key information is missing or incorrect."
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,e76a70cde3,good,"The AI answer correctly identifies the GitHub page and states that it contains project ideas, datasets, tips, and guidelines, matching the ground truth. It preserves the key information without distortion."
What’s the best link to check for capstone project inspiration and data sources?,e76a70cde3,good,"The AI answer provides the same GitHub link and correctly states that it contains project inspiration, datasets, tips, and guidelines. This is semantically equivalent to the ground truth."
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?",e76a70cde3,good,"The AI answer points to the same GitHub page and preserves the key information: project ideas, datasets, tips, and guidelines. This is semantically equivalent to the ground truth."
I’m stuck on picking a project — where can I find suggestions and usable datasets?,e76a70cde3,good,"The AI answer exactly matches the ground truth, including the GitHub link and the mention of ideas, datasets, tips, and guidelines for the project."
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is not required, a plain Python script is sufficient for full points, a Jupyter notebook with the same steps is worth 1 instead of 2, and orchestrators should only be used when they fit the project such as recurring daily ingestion. No key information is missing or incorrect."
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook only earns 1 point instead of 2, while a plain Python script is enough for full points. It preserves the key point and does not contradict the original guidance."
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,d4f7c08ea1,good,"The AI answer preserves the key points of the ground truth: plain Python is sufficient for the capstone ingestion pipeline criterion, and an orchestrator should only be used when it genuinely fits the project, such as recurring daily ingestion. It also correctly advises not to add an orchestrator just to meet the criterion. Extra mentions of specific tools do not change the meaning."
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,d4f7c08ea1,bad,"The AI answer incorrectly says 'Yes' to the question 'Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?' The ground truth says no workflow/orchestration tool is needed and explicitly states a plain Python script is enough for full points. The AI answer then correctly explains that a plain Python script suffices and that a notebook is worth 1 point, but its opening response to the question is misleading and semantically reverses the yes/no framing. Since the key point is that you do not need a workflow tool, the answer is partially correct but the initial answer is inconsistent with the question's wording."
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?",d4f7c08ea1,good,"The AI answer conveys the same core message as the ground truth: do not add an orchestration tool solely for grading; a plain Python script is sufficient for full points; an orchestrator is appropriate only when it genuinely fits the project, such as recurring daily updates. It omits the detail about a Jupyter notebook being worth 1 point instead of 2, but that is extra nuance rather than the key answer to the question."
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,9b0e2d6a47,good,"The AI answer matches the ground truth closely. It includes both required complementary approaches: synthetic ground truth by generating queries per item and evaluating retrieval with hit rate/MRR/NDCG, and LLM-as-a-judge for end-to-end relevance/usefulness scoring on a rubric. It also correctly notes that NDCG is a better fit for ranking-style problems with multiple acceptable items. No key point is missing or incorrect."
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,9b0e2d6a47,bad,"The AI answer correctly describes the synthetic ground truth approach, including prompting an LLM with each item's description to generate about five queries, then evaluating retrieval with hit rate, MRR, and NDCG. It also correctly notes that NDCG is often better than hit rate for ranking-style retrieval. However, it omits the second complementary approach from the original answer: using an LLM-as-a-judge to score end-to-end quality on a rubric. Since the task is to determine semantic equivalence and the answer only partially covers the original, it is missing a key point."
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?",9b0e2d6a47,good,"The AI answer captures the key point from the ground truth: NDCG is often the best fit for ranking-style RAG, especially when multiple items can be acceptable, and it contrasts it correctly with hit rate and MRR. However, it omits the other major part of the original answer: the two complementary evaluation approaches (synthetic ground truth and LLM-as-a-judge). Since the question asks which metrics to use, the metric guidance is the main focus, and the omission is not fatal. The answer is semantically aligned with the core metric recommendation."
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,9b0e2d6a47,good,"The AI answer captures the two key ideas from the ground truth: (1) LLM-as-a-judge for end-to-end RAG quality using sampled queries, full pipeline outputs, and a fixed rubric/1–5 scoring; and (2) synthetic ground truth as a complementary retrieval evaluation method, including generated queries and metrics like hit rate, MRR, and NDCG. It also correctly notes that NDCG is often better than hit rate for ranking-style tasks. The answer is semantically equivalent and complete, with only minor stylistic additions."
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?",9b0e2d6a47,good,"The AI answer captures the core idea of the original answer’s NDCG point: when multiple items are acceptable, NDCG is preferable to a binary top-1 check because it rewards ranking good items higher rather than only checking whether the first result is correct. It omits the other two complementary evaluation approaches from the original answer, but the user’s question asks specifically about NDCG vs top result correctness, so that omission is fine."
How should I chunk a big PDF corpus without overthinking it at first?,6f2a8b3d10,good,"The AI answer preserves all key points from the ground truth: iterate instead of overthinking, start with fixed-size chunks (~1000 tokens with overlap), evaluate on a small ground-truth set, try LLM-based section splitting, add summaries per chunk, use BM25 + dense hybrid search for long structured docs, mention the same PDF parsing tools, and emphasize re-running evals to improve hit rate/MRR. It is semantically equivalent."
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,6f2a8b3d10,good,"The AI answer matches the ground truth well. It correctly says there is no universally best approach, recommends starting with fixed-size chunks around 1000 tokens with overlap, then trying LLM-based logical section splitting, and emphasizes evaluating hit rate/MRR after each change. It also includes the summary-per-chunk and hybrid BM25+dense suggestions for structured documents. The core guidance is preserved."
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",6f2a8b3d10,bad,"The AI answer does not address the question or convey any of the ground-truth guidance about adding summaries per chunk, which can help retrieval when indexed alongside the chunk or used to boost retrieval. It also misses the broader iterative chunking/evaluation advice. It is therefore not semantically equivalent."
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?",6f2a8b3d10,good,"The AI answer correctly captures the key point from the ground truth: for long, structured legal/financial documents, hybrid search (BM25 + dense) is preferred over embeddings alone because exact wording matters. It preserves the main conclusion and rationale. The extra brevity omits the surrounding chunking/evaluation advice, but that is not necessary to answer the question asked."
What are good tools to turn PDFs into cleaner markdown before I chunk them?,6f2a8b3d10,good,"The AI answer lists the same three PDF-to-markdown tools as the ground truth and gives essentially the same descriptions. It omits the broader chunking advice (iterate, fixed-size chunks, smart chunking, summaries, hybrid search, re-evaluation), but the question asks specifically about tools to turn PDFs into cleaner markdown before chunking, so the key information is preserved."
What does reproducibility mean for the project review?,e5d8a2c761,good,"The AI answer captures the core definition of reproducibility: a reviewer can clone the repo and recreate the system from scratch using their own credentials. It also correctly mentions not including API keys, providing code to ingest data and rebuild the search index, using a `.env.example` and excluding `.env`, and pinning dependency versions/documenting Python version. It omits the recommendation to use a cheap model and mention Docker version, but those are supporting details rather than the central meaning of reproducibility, so the answer is semantically equivalent."
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,e5d8a2c761,good,"The AI answer matches the core guidance: do not commit API keys or credentials, use a .env.example with variable names only, instruct reviewers to create their own .env, and keep .env ignored. It omits some extra details from the ground truth (dataset/index rebuild script, cheap model recommendation, pinned dependencies), but those are supporting recommendations rather than the key point asked in the question."
How should I let someone rebuild the search index from the dataset on their own machine?,e5d8a2c761,good,"The AI answer captures the main actionable point: provide a local rebuild script/notebook and use a .env.example with no secrets so others use their own credentials. However, it omits several key elements from the original answer: explicitly not sharing API keys/hosted-service credentials, using a cheap model to avoid burning credits, and pinning dependency/Python (and possibly Docker) versions for reproducibility. Still, the core answer about how to let someone rebuild the search index on their own machine is present, so it is semantically close enough."
"What should go into a .env.example file, and should .env be committed?",e5d8a2c761,good,"The AI answer correctly states that .env.example should include variable names only, no secret values, and that .env should not be committed and should be gitignored. This matches the key point of the ground truth. It omits some extra guidance about reproducibility and related best practices, but those are not necessary for semantic equivalence to this specific question."
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?",e5d8a2c761,good,"The AI answer captures all key points from the ground truth: use a cheap model, pin dependency versions, document Python/Docker versions, provide a script to rebuild the search index locally, include a `.env.example` without secrets, have reviewers create their own `.env` and use their own keys, and keep `.env` ignored. It also preserves the core reproducibility idea from a fresh clone with the reviewer’s credentials. Semantically equivalent."
"Can I reuse the workshop content in my own capstone project, or is it only for the class?",d850a0e7ea,good,"The AI answer preserves the key point: the workshop content can be reused in a capstone project because it is open-source and usable directly in projects. It omits the extra note about using it for other Zoomcamps, but that is not essential to the question."
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?",d850a0e7ea,good,"The AI answer preserves the core meaning: because dlt is open-source, the materials can be used in other projects outside the workshop. It omits the extra examples about capstone projects and Zoomcamps, but that does not change the answer to the user's question."
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?",d850a0e7ea,good,"The AI answer preserves the core meaning of the original: dlt/workshop content can be used in other Zoomcamp projects, including MLOps. It omits some extra encouragement about capstone projects and asking questions, but that is not essential to the question asked."
"Is it okay if I share the workshop resources with other people, or are they meant just for students?",d850a0e7ea,good,"The AI answer preserves the key point that the workshop materials are usable beyond students and can be used in other projects because dlt is open-source. It also says they can be shared with others, which is consistent with the permissive intent of the original answer, though the original emphasizes use in capstone/other projects rather than explicitly sharing. The core meaning is equivalent."
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?",d850a0e7ea,good,"The AI answer correctly conveys the core point: dlt is open-source and can be used directly in a project without special permission. It preserves the 'feel free to use it' intent. It omits some extra context from the ground truth about workshop/capstone and other Zoomcamps, but that is not necessary for the question."
How do I start a new dlt project for loading data from cloud storage?,6bceeebf04,good,The AI answer gives the same command to initialize a dlt project for loading from cloud storage and includes the same documentation link. It preserves the key information from the ground truth.
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,6bceeebf04,good,"The AI answer matches the ground truth command exactly, conveying the same instruction to initialize a dlt pipeline with filesystem and DuckDB."
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?",6bceeebf04,good,"The AI answer matches the ground truth command exactly and conveys the required first step. It omits the extra reference to the tutorial link, but that is not essential to the answer."
How can I create a fresh dlt setup for a filesystem source?,6bceeebf04,good,The AI answer gives the same command as the ground truth and preserves the key instruction for creating a fresh dlt setup for a filesystem source. The extra note about the tutorial is consistent with the original answer.
Is there a quick init command for a dlt project using filesystem plus DuckDB?,6bceeebf04,good,The AI answer matches the ground truth exactly: it provides the same quick init command for a dlt project using filesystem plus DuckDB. No key information is missing or incorrect.
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397,good,The AI answer conveys the same key point as the ground truth: the error occurs because not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. The extra suggestion to inspect table names is fine and does not change the meaning.
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?",0407213397,good,"The AI answer conveys the same key point as the ground truth: the failure is due to not updating all instances of the old table name 'employee_handbook' to 'homework' in the pipeline settings. It also adds a reasonable suggestion to check other references, which is consistent with the original answer."
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?",0407213397,good,"The AI answer conveys the same key point as the ground truth: some instances of 'employee_handbook' were not changed to 'homework' in the pipeline settings, which would explain why the expected table name doesn't exist. It preserves the essential diagnosis and is semantically equivalent."
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,0407213397,good,"The AI answer matches the ground truth: it says the error means not all instances of ""employee_handbook"" were changed to ""homework"" in the pipeline settings, not just the table name. This conveys the same key point."
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,The AI answer conveys the same core fix as the ground truth: the FileNotFoundError happens because not all occurrences of 'employee_handbook' were changed to 'homework' in the pipeline settings. The extra code snippet is not contradictory and the final sentence matches the intended diagnosis.
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e,good,"The AI answer gives the same core fix as the ground truth: open the correct table with `db.open_table(""notion_pages___homework"")`. The extra note about changing other references is additional but not contradictory, and the main answer is correct and complete enough."
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?",e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: open the correct table with db.open_table(""notion_pages___homework""). It adds extra possibly helpful context about pipeline settings and listing table names, but that does not conflict with the original answer. The core answer is semantically equivalent."
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,e95bfafc0e,good,"The AI answer matches the ground truth exactly in meaning and code snippet: it instructs opening the table named ""notion_pages___homework"" on line 3. No key information is missing or altered."
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?",e95bfafc0e,good,"The AI answer correctly states that db.open_table should use ""notion_pages___homework"" and identifies line 3 as the place to change it, matching the ground truth. The extra note about other occurrences does not contradict the core answer."
I keep seeing Table notion_pages___homework does not exist — what’s the correct table to open in main()?,e95bfafc0e,good,"The AI answer gives the same table name to open in main(), matching the ground truth exactly. The extra note about pipeline settings is additional but does not contradict the core answer."
How can I list all tables that are currently in the database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning and method: it says to use `db.table_names()` to list all tables in the database.
Is there a way to see the table names from the db object?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it states that `db.table_names()` can be used to list all tables in the database. No key information is missing or incorrect.
What method should I use to check which tables exist in my database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it recommends using `db.table_names()` to list all tables in the database. No key information is missing or incorrect.
How do I find out what tables were created in the db?,e394e6f738,good,The AI answer exactly matches the ground truth and conveys the correct method for listing tables in the database.
Can I get a list of all tables with db.table_names()?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it confirms that `db.table_names()` can be used to list all tables in the database. No important information is missing or incorrect.
"Does dlt currently support connectors for ClickHouse or StarRocks, or is that still missing?",cd19f122f3,good,"The AI answer matches the ground truth: it says dlt currently does not have connectors for ClickHouse or StarRocks and that these are still missing, while noting openness to community contributions. This is semantically equivalent."
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3,bad,"The ground truth says that DLT currently does not have connectors for ClickHouse or StarRocks, though contributions are welcome. The AI answer 'I don't know' does not convey this information and fails to answer the question meaningfully. It is not semantically equivalent."
Are there official dlt connectors available for ClickHouse and StarRocks?,cd19f122f3,bad,"The ground truth says DLT currently does not have connectors for ClickHouse or StarRocks, but is open to community contributions. The AI answer 'I don't know.' fails to convey this key information and is therefore not semantically equivalent."
"If dlt doesn't support ClickHouse or StarRocks yet, is the project open to community-built connectors?",cd19f122f3,good,The AI answer conveys the same key information as the ground truth: DLT currently lacks ClickHouse and StarRocks connectors but is open to community contributions to add them. The meaning is preserved.
"Has anyone added ClickHouse or StarRocks connectors to dlt, or are those still not included?",cd19f122f3,good,"The AI answer matches the ground truth: it states that dlt does not currently have ClickHouse or StarRocks connectors and that they are not included yet, while also noting openness to community contributions. This preserves the key meaning exactly."
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?",0dfba07ace,good,"The AI answer captures the same core points as the ground truth: a 401 indicates an authorization issue, and the first things to check are the API key/token, permissions, token expiry, correct endpoint, and access/secret configuration. It preserves the key troubleshooting steps and adds no incorrect information."
My notebook says it has no secret access to api.notion.com/v1/search — is this an API key problem?,0dfba07ace,good,"The AI answer conveys the same core idea as the ground truth: the error is typically an authorization issue with the Notion API, and it suggests checking the API key/token, permissions, endpoint, expiry, and configuration. This is semantically equivalent and includes all key points from the original answer."
How do I fix a Notion API authorization error in the dlt workshop notebook?,0dfba07ace,good,"The AI answer preserves the core troubleshooting steps from the ground truth: verify the API key/token, confirm the endpoint, check token expiry, and review configuration/permissions. It also includes the suggestion to consult documentation if the issue persists. This is semantically equivalent to the original answer."
Could the Notion token have expired if I get Unauthorized when calling the search endpoint?,0dfba07ace,good,"The AI answer correctly states that an Unauthorized error can indicate an authorization issue and that token expiry is a possible cause, matching the ground truth. It preserves the key point and suggests regenerating the token if needed. No important information is missing."
What settings or permissions do I need to verify when the notebook can’t access Notion and returns 401?,0dfba07ace,good,"The AI answer preserves all key points from the ground truth: check the API key/token, permissions, correct endpoint, token expiry, and configuration settings. It also correctly identifies the 401 as an authorization issue. Semantically equivalent."
"Why do I get a 401 Client Error when using the API key, and how do I tell if it's just not granted access yet?",4b30b918bc,good,"The ground truth says a 401 Client Error may mean the key needs access granted or that the key is incorrect. The AI answer conveys that a 401 means the key is rejected and suggests checking permissions/access configuration versus an incorrect key, which matches the core point. It omits the unrelated pip install text from the ground truth, but that appears to be extraneous content rather than part of the substantive answer to the question. Overall the semantic answer is equivalent on the relevant point."
What's the easiest way to force-install requests 2.32.3 instead of the older 2.28 version for lancedb?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth for force-installing requests 2.32.3 from the source ZIP. It omits the irrelevant 401 error note, but that does not affect the core answer."
Can I install requests straight from the GitHub release zip to match the version lancedb needs?,4b30b918bc,good,"The AI answer gives the exact installation command from the ground truth and answers the user’s question affirmatively. It omits the unrelated 401 Client Error note, but that does not affect the core answer about installing requests from the GitHub release zip."
"If pip keeps pulling requests v2.28, what exact install command should I run to get v2.32.3?",4b30b918bc,good,"The AI answer provides the exact install command shown in the ground truth for installing requests v2.32.3 from the GitHub tag archive. It conveys the key information correctly and completely, despite omitting the extra 401 Client Error note, which is not essential to the asked command."
How do I fix the requests version mismatch when setting up the dlt workshop environment?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth and addresses the requests version mismatch. It omits the extra note about a possible 401 Client Error and key access, but that is not essential to the core fix asked about."
